person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes,person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,23.0,41137.0,2,367760.0,14.79,0.1,2.0,620,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,24.0,51314.0,0,275820.0,11.01,0.06,3.0,609,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,24.0,41542.0,4,1103280.0,5.42,0.29,2.0,647,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,25.0,58532.0,3,275820.0,11.01,0.05,4.0,609,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,22.0,58772.0,1,275820.0,14.79,0.05,2.0,489,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25.0,58692.0,4,275820.0,13.47,0.05,4.0,547,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21.0,58533.0,0,275820.0,9.76,0.05,4.0,641,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,26.0,58359.0,6,275820.0,10.14,0.05,3.0,605,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,25.0,41262.0,3,1103280.0,9.99,0.29,3.0,633,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,22.0,60589.0,0,275820.0,7.88,0.05,3.0,639,0
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,25.0,61044.0,0,275820.0,6.03,0.05,3.0,590,0
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,26.0,54295.0,3,275820.0,7.49,0.06,4.0,574,1
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,23.0,61202.0,1,275820.0,8.49,0.05,2.0,704,0
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,23.0,53860.0,0,275820.0,7.66,0.06,4.0,673,1
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,61182.0,0,275820.0,6.91,0.05,2.0,642,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22.0,41120.0,2,988355.0,7.88,0.26,2.0,643,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,23.0,53799.0,0,275820.0,9.62,0.06,4.0,659,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,22.0,41177.0,0,459700.0,7.14,0.12,3.0,618,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,61262.0,0,275820.0,11.01,0.05,2.0,569,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,26.0,61146.0,4,275820.0,9.88,0.05,4.0,672,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,22.0,60835.0,1,275820.0,10.99,0.05,3.0,588,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24.0,62243.0,0,275820.0,8.9,0.05,2.0,631,0
0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24.0,63225.0,3,275820.0,10.65,0.05,3.0,616,0
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,24.0,63075.0,0,275820.0,12.68,0.05,4.0,574,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,24.0,63091.0,3,275820.0,10.59,0.05,2.0,657,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22.0,56291.0,0,275820.0,15.62,0.05,2.0,544,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,23.0,63376.0,0,275820.0,10.37,0.05,2.0,579,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,22.0,41593.0,0,1103280.0,10.65,0.29,3.0,575,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,23.0,63395.0,0,275820.0,5.99,0.05,2.0,587,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25.0,63776.0,1,275820.0,12.99,0.05,4.0,608,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22.0,41314.0,0,459700.0,13.85,0.12,3.0,642,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25.0,59371.0,5,1103280.0,11.01,0.2,4.0,653,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,22.0,59528.0,3,1103280.0,7.49,0.2,3.0,577,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,26.0,41540.0,3,1323936.0,7.88,0.35,3.0,649,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,23.0,59299.0,1,1103280.0,10.25,0.2,4.0,592,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.0,41795.0,2,919400.0,15.31,0.24,4.0,668,0
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23.0,41790.0,0,1195220.0,15.31,0.31,4.0,639,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,23.0,59153.0,0,1103280.0,7.42,0.2,3.0,610,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,26.0,60415.0,0,1103280.0,15.23,0.2,3.0,619,0
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,23.0,41913.0,1,91940.0,10.59,0.02,2.0,590,1
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,25.0,60517.0,1,1103280.0,7.14,0.2,4.0,602,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,24.0,41918.0,3,367760.0,14.91,0.1,2.0,639,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,61169.0,4,1103280.0,16.77,0.2,3.0,668,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,26.0,61180.0,4,1103280.0,11.01,0.2,4.0,656,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,24.0,42223.0,4,468894.0,11.12,0.12,4.0,671,0
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21.0,41953.0,0,229850.0,7.88,0.06,3.0,654,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,22.0,41860.0,1,919400.0,14.96,0.24,3.0,644,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,21.0,60925.0,0,1103280.0,11.71,0.2,3.0,530,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,60593.0,1,1103280.0,10.59,0.2,3.0,643,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,24.0,60830.0,0,1103280.0,17.14,0.2,4.0,671,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,24.0,54064.0,1,1103280.0,12.23,0.22,3.0,669,1
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,23.0,60675.0,2,1103280.0,6.54,0.2,3.0,641,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22.0,53904.0,0,1103280.0,11.86,0.22,2.0,553,1
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,24.0,61257.0,3,1103280.0,7.51,0.2,4.0,647,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,25.0,61118.0,0,1103280.0,7.88,0.2,4.0,604,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,23.0,53866.0,0,1103280.0,11.01,0.22,4.0,647,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,60779.0,0,1103280.0,7.88,0.2,2.0,547,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,60977.0,0,1103280.0,12.87,0.2,2.0,607,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22.0,61205.0,0,1103280.0,10.0,0.2,2.0,598,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,54102.0,2,1103280.0,15.31,0.22,3.0,642,1
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,23.0,53910.0,0,1103280.0,16.0,0.22,2.0,621,1
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,61435.0,3,1103280.0,12.73,0.2,4.0,609,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,26.0,41753.0,0,1103280.0,6.03,0.29,4.0,660,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,25.0,61370.0,1,1103280.0,11.01,0.2,3.0,672,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,23.0,61517.0,1,1103280.0,11.58,0.2,4.0,578,0
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,25.0,41914.0,2,919400.0,12.42,0.24,3.0,586,0
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,25.0,42223.0,3,229850.0,6.03,0.06,2.0,619,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23.0,42174.0,2,919400.0,6.99,0.24,4.0,631,0
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,23.0,62046.0,3,1103280.0,12.99,0.19,3.0,674,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22.0,55686.0,1,1103280.0,11.01,0.22,4.0,530,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,25.0,63508.0,0,1103280.0,12.21,0.19,4.0,597,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,24.0,63124.0,2,1103280.0,7.51,0.19,3.0,640,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,25.0,42203.0,6,183880.0,7.66,0.05,4.0,614,1
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,63225.0,3,1103280.0,11.99,0.19,3.0,681,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,23.0,41843.0,0,1006743.0,7.29,0.26,2.0,644,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.0,41963.0,0,459700.0,5.79,0.12,4.0,559,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,63111.0,0,1103280.0,13.61,0.19,3.0,583,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.0,42045.0,5,551640.0,6.92,0.14,4.0,715,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,22.0,63291.0,0,1103280.0,13.57,0.19,2.0,607,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21.0,41852.0,0,551640.0,6.76,0.14,2.0,667,0
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25.0,57065.0,2,1103280.0,13.11,0.21,4.0,610,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,21.0,41365.0,0,661968.0,6.76,0.17,2.0,552,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,24.0,41988.0,0,468894.0,14.35,0.12,4.0,612,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,23.0,57257.0,0,1103280.0,16.29,0.21,3.0,630,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,24.0,64797.0,0,1103280.0,11.11,0.19,3.0,587,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,26.0,64510.0,2,1103280.0,14.59,0.19,3.0,484,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,22.0,41728.0,0,1057310.0,10.99,0.28,2.0,633,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,64516.0,1,1103280.0,12.53,0.19,4.0,625,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,23.0,65829.0,0,1103280.0,11.01,0.18,3.0,661,0
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,22.0,65640.0,4,1103280.0,10.99,0.18,2.0,571,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,25.0,41803.0,0,551640.0,15.7,0.14,3.0,670,1
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22.0,65445.0,1,1103280.0,8.49,0.18,4.0,623,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,65845.0,6,1103280.0,8.49,0.18,4.0,575,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,23.0,65827.0,1,1103280.0,11.36,0.18,2.0,528,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,22.0,59276.0,0,1103280.0,14.65,0.2,3.0,642,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,25.0,41742.0,3,919400.0,12.87,0.24,4.0,673,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,25.0,66933.0,4,1103280.0,10.37,0.18,2.0,655,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,24.0,41613.0,3,919400.0,12.18,0.24,4.0,650,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,26.0,66845.0,3,1103280.0,7.88,0.18,4.0,659,0
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,23.0,41398.0,2,1746860.0,11.48,0.46,4.0,626,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,22.0,67038.0,1,1103280.0,8.32,0.18,4.0,653,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,26.0,67550.0,7,1103280.0,12.42,0.18,3.0,692,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,24.0,41689.0,2,551640.0,14.11,0.14,4.0,601,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25.0,41621.0,1,919400.0,11.26,0.24,3.0,685,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,25.0,66967.0,2,1103280.0,10.65,0.18,3.0,669,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,22.0,41728.0,0,459700.0,9.63,0.12,3.0,644,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,21.0,67003.0,0,1103280.0,10.62,0.18,2.0,600,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.0,41879.0,3,643580.0,11.28,0.17,2.0,657,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,25.0,59792.0,4,1103280.0,13.49,0.2,2.0,624,1
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,24.0,41634.0,5,919400.0,11.01,0.24,3.0,650,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,67114.0,0,1103280.0,13.79,0.18,2.0,563,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,67085.0,0,1103280.0,9.63,0.18,2.0,671,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,21.0,41896.0,0,137910.0,10.65,0.04,3.0,664,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,67444.0,0,1103280.0,11.01,0.18,4.0,577,0
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,68328.0,0,1103280.0,6.91,0.18,2.0,678,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,23.0,41791.0,1,827460.0,13.47,0.22,4.0,669,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,23.0,42258.0,0,505670.0,7.49,0.13,4.0,676,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,21.0,68428.0,1,1103280.0,10.75,0.18,4.0,652,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,24.0,67919.0,1,1103280.0,11.49,0.18,2.0,655,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23.0,68294.0,0,1103280.0,10.75,0.18,3.0,651,0
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24.0,67975.0,1,1103280.0,8.94,0.18,3.0,665,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,24.0,67915.0,3,1103280.0,14.26,0.18,2.0,668,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,25.0,61219.0,0,1103280.0,14.74,0.2,2.0,532,1
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,68944.0,0,1103280.0,10.99,0.17,2.0,638,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,69560.0,0,1103280.0,11.01,0.17,4.0,599,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,26.0,69402.0,4,1103280.0,10.99,0.17,4.0,610,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,42395.0,0,459700.0,7.9,0.12,3.0,661,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,23.0,62035.0,1,1103280.0,17.99,0.19,4.0,619,1
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,21.0,69519.0,0,1103280.0,7.29,0.17,4.0,657,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,24.0,62174.0,0,1103280.0,7.88,0.19,3.0,687,1
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,69512.0,2,1103280.0,13.11,0.17,2.0,565,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23.0,69570.0,0,1103280.0,8.94,0.17,2.0,644,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,23.0,70337.0,0,1103280.0,12.87,0.17,3.0,569,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,62740.0,3,1103280.0,13.47,0.19,3.0,673,1
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,23.0,63238.0,2,1103280.0,15.95,0.19,3.0,611,1
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,21.0,42678.0,0,588416.0,7.51,0.15,2.0,489,0
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26.0,70598.0,7,1103280.0,9.91,0.17,3.0,571,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,22.0,70623.0,2,1103280.0,11.49,0.17,4.0,651,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,70285.0,3,1103280.0,13.11,0.17,2.0,616,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,24.0,63729.0,0,1103280.0,9.99,0.19,4.0,603,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,26.0,42032.0,7,496476.0,7.68,0.13,4.0,692,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,22.0,71611.0,0,1103280.0,10.37,0.17,3.0,659,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,23.0,42545.0,3,919400.0,10.59,0.24,2.0,563,0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,24.0,63496.0,5,275820.0,11.49,0.05,4.0,640,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,63688.0,1,275820.0,11.01,0.05,2.0,646,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23.0,64734.0,0,275820.0,10.99,0.05,4.0,583,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,42580.0,0,625192.0,12.69,0.16,4.0,638,0
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,24.0,42331.0,3,367760.0,5.42,0.09,2.0,696,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25.0,64810.0,3,275820.0,13.99,0.05,2.0,615,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21.0,64777.0,0,275820.0,11.01,0.05,4.0,651,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23.0,42671.0,0,275820.0,10.75,0.07,4.0,549,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,22.0,65612.0,0,275820.0,11.01,0.05,4.0,675,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,22.0,42880.0,1,137910.0,13.49,0.03,3.0,661,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,25.0,65750.0,0,275820.0,9.32,0.05,3.0,625,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,26.0,42811.0,5,549341.5,11.49,0.14,4.0,538,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,25.0,42648.0,2,471192.5,6.99,0.12,2.0,634,1
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,25.0,42471.0,4,868833.0,5.99,0.22,4.0,623,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,66811.0,1,275820.0,6.99,0.04,2.0,606,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,22.0,67025.0,0,275820.0,12.68,0.04,4.0,627,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,25.0,59830.0,0,275820.0,12.68,0.05,3.0,631,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,22.0,59387.0,2,275820.0,12.23,0.05,2.0,593,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26.0,66852.0,1,275820.0,11.01,0.04,2.0,666,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,23.0,66737.0,1,275820.0,9.88,0.04,2.0,566,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,25.0,67067.0,4,275820.0,6.39,0.04,4.0,637,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,22.0,67633.0,0,275820.0,10.59,0.04,3.0,656,0
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,22.0,42825.0,0,367760.0,9.99,0.09,2.0,678,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,68484.0,1,275820.0,12.69,0.04,3.0,596,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,24.0,60935.0,1,275820.0,11.01,0.05,2.0,611,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,22.0,42548.0,0,1195220.0,16.0,0.31,2.0,676,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,25.0,42498.0,6,551640.0,11.48,0.14,2.0,563,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,25.0,61463.0,5,275820.0,14.42,0.05,2.0,618,1
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,43154.0,1,2073247.0,15.96,0.52,3.0,460,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,21.0,69394.0,0,275820.0,5.42,0.04,3.0,614,0
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,24.0,43196.0,2,735520.0,11.71,0.19,2.0,585,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,69006.0,0,275820.0,7.88,0.04,3.0,631,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23.0,43290.0,2,1103280.0,12.42,0.28,2.0,519,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,70597.0,0,275820.0,11.83,0.04,2.0,625,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23.0,71381.0,0,275820.0,9.88,0.04,2.0,598,0
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,23.0,72194.0,1,275820.0,7.14,0.04,2.0,523,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23.0,72132.0,1,275820.0,9.63,0.04,3.0,622,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,21.0,42977.0,0,919400.0,11.01,0.23,4.0,601,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,23.0,43410.0,0,459700.0,11.71,0.12,4.0,707,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25.0,72840.0,0,275820.0,17.58,0.04,2.0,605,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,26.0,73546.0,2,275820.0,15.62,0.04,2.0,673,0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,26.0,43427.0,2,441312.0,6.03,0.11,2.0,641,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24.0,42879.0,0,1379100.0,14.27,0.35,2.0,597,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,26.0,72912.0,4,275820.0,10.0,0.04,3.0,608,0
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,23.0,72648.0,4,275820.0,7.51,0.04,2.0,507,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,23.0,72910.0,0,275820.0,10.25,0.04,4.0,609,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,21.0,43081.0,0,634386.0,12.42,0.16,3.0,661,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,23.0,42952.0,0,1287160.0,11.01,0.33,3.0,681,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22.0,72890.0,1,275820.0,11.89,0.04,4.0,657,0
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,26.0,73858.0,1,275820.0,12.22,0.04,4.0,681,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24.0,42626.0,5,788385.5,10.65,0.2,4.0,628,0
